"cig";"cig_accordo_quadro";"numero_gara";"oggetto_gara";"importo_complessivo_gara";"n_lotti_componenti";"oggetto_lotto";"importo_lotto";"oggetto_principale_contratto";"stato";"settore";"luogo_istat";"provincia";"data_pubblicazione";"data_scadenza_offerta";"cod_tipo_scelta_contraente";"tipo_scelta_contraente";"cod_modalita_realizzazione";"modalita_realizzazione";"codice_ausa";"cf_amministrazione_appaltante";"denominazione_amministrazione_appaltante";"sezione_regionale";"id_centro_costo";"denominazione_centro_costo";"anno_pubblicazione";"mese_pubblicazione";"cod_cpv";"descrizione_cpv";"flag_prevalente"
"3854092155";"";"3845375";"FORNITURA BASETTE PER MONTAGGIO CE-8400002672";"106000.0";;"FORNITURA BASETTE PER MONTAGGIO CE-8400002672";"106000.0";"FORNITURE";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-02";"2007-05-15";"3";"PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE";"1";"CONTRATTO D'APPALTO";"0000226043";"06377691008";"ENEL SERVIZI SRL";"SEZIONE REGIONALE CENTRALE";"07942243-19C6-4E34-BE32-B7E70FC81A39";"DIREZIONE OPERATIVA ACQUISTI-APPROVVIGIONAMENTI RETI";"2007";"2";"31230000-7";"PARTI DI APPARECCHIATURE PER LA DISTRIBUZIONE E IL CONTROLLO DELL'ENERGIA ELETTRICA.";"1"
"0010634772";"";"16042";"ACQUISIZIONE IN LOCAZIONE O IN PROPRIETÀ DI ATTREZZATURE; APPROVVIGIONAMENTO DI MATERIALE SANITARIO VARIO E MATERIALE VARIO, E L?AFFIDAMENTO DI SERVIZI";"33756000";;"APPROVVIGIONAMENTO MATERIALE DI CONSUMO PER LASER AD ECCIMERI ";"45000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-03-06";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000191992";"01987250782";"AZIENDA OSPEDALIERA COSENZA";"SEZIONE REGIONALE CALABRIA";"18F53615-8E9A-49C4-8C38-5020BB794F93";"UFFICIO ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"277872760E";"";"2824611";"GARA 10-2007 INDIZIONE PROCEDURA APERTA SPECIALITA MEDICINALI - CIG AI FINI DELLA TRACCIABILITA";"279037984";"95";"NOVO NORDISK FARMACEUTICI SPA - CIG TRACCIABILITA";"1875287.32";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-16";"2007-03-26";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000400383";"06485540485";"ESTAR (ENTE DI SUPPORTO TECNICO AMMINISTRATIVO REGIONALE)";"SEZIONE REGIONALE TOSCANA";"D8C32E85-FAFD-406E-9DF0-A54755FC811D";"ABS FARMACI E DIAGNOSTICI";"2007";"2";"";"";
"0008878E57";"";"13788";"SERVIZI DI VIGILANZA ARMATA E DISARMATA MOSTRA IMPRESSIONISTI A COMO - VILLA OLMO 24 MARZO 15 LUGLIO 2007";"180000.0";;"SERVIZI DI VIGILANZA ARMATA E DISARMATA";"180000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-08";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000202477";"02323170130";"COMO SERVIZI URBANI S.R.L.";"SEZIONE REGIONALE LOMBARDIA";"E0702924-9E3F-45E7-AE22-967C32ABDBBB";"UFFICIO APPALTI";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"36881326CD";"1029089F17";"3684830";"ADESIONE CONVENZIONE CONSIP AUTONOLEGGIO 4 LOTTO 4 DOBLÒ CARGO";"13008.0";"1";"ADESIONE CONVENZIONE CONSIP AUTONOLEGGIO 4 LOTTO 4 DOBLÒ CARGO";"13008.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-18";"2007-02-18";"27";"AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE";"11";"CONTRATTO DAPPALTO DISCENDENTE DA ACCORDO QUADRO/CONVENZIONE SENZA SUCCESSIVO CONFRONTO COMPETITIVO";"0000211971";"03051870834";"AZIENDA SANITARIA PROVINCIALE DI MESSINA";"SEZIONE REGIONALE SICILIA";"EDC6570E-2188-42D4-A04D-5944B4D62419";"U.O.C. ECONOMICO FINANZIARIO E PATRIMONIO";"2007";"2";"";"";
"26628930D2";"";"2717947";"PROCEDURA PER LAFFIDAMENTO DELLA FORNITURA IN SOMMINISTRAZIONE DI VETRERIA E MATERIALE DI CONSUMO VARIO PER LE UU.OO. OSPEDALIERE.";"74980.25";"67";"MICROPIPETTA MULTICANALE DIGITALE 12 CANALI (EX LOTTO 39)";"2082.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-09";"2007-02-27";"3";"PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE";"7";"ACQUISIZIONE IN ECONOMIA";"0000248418";"01825570854";"AZIENDA SANITARIA PROVINCIALE DI CALTANISSETTA";"SEZIONE REGIONALE SICILIA";"2180AEA3-27B7-445F-B15E-F67F7D5EBD07";"P.O.S.ELIA  U.O. PROVVEDITORATO";"2007";"2";"";"";
"0005953092";"";"9606";"SERVIZIO DI STAMPA";"250000.0";;"SERVIZIO BIENNALE DI STAMPA E FORNITURA DI N. 20 FOGLI DELLA CARTA GEOLOGICA D'ITALIA ALLA SCALA 1:50.000 PROGETTO CARG DELLA OMONIMA COLLANA EDITORIALE";"250000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-04-10";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000221433";"04658061009";"APAT - AGENZIA PROTEZIONE AMBIENTE E SERVIZI TECNICI";"SEZIONE REGIONALE CENTRALE";"D32E1EF9-0634-4C35-A626-08ECD7842F6C";"DIREZIONE";"2007";"2";"78000000-7";"SERVIZI DI STAMPA, EDITORIA E AFFINI.";"1"
"2947181AB0";"";"2988055";"FORNITURA DI MATERIALE SANITARIO";"20000.0";"1";"FORNITURA DI MATERIALE SANITARIO";"20000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-01";"2011-07-06";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000176102";"01038700991";"AZIENDA UNITA  SANITARIA LOCALE 4  CHIAVARESE ";"SEZIONE REGIONALE LIGURIA";"56E3DDDC-CB57-44E7-AC05-7058FD825BFD";"S.C. PROGRAMMAZIONE E GESTIONE BENI E SERVIZI SETTORE PROVVEDITORATO";"2007";"2";"";"";
"0010636918";"";"16042";"ACQUISIZIONE IN LOCAZIONE O IN PROPRIETÀ DI ATTREZZATURE; APPROVVIGIONAMENTO DI MATERIALE SANITARIO VARIO E MATERIALE VARIO, E L?AFFIDAMENTO DI SERVIZI";"33756000";;"APPROVVIGIONAMENTO ALLERGENI PER U.O. PNEUMO ALLERGOLOGIA ";"8000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-03-06";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000191992";"01987250782";"AZIENDA OSPEDALIERA COSENZA";"SEZIONE REGIONALE CALABRIA";"18F53615-8E9A-49C4-8C38-5020BB794F93";"UFFICIO ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"0004264EBF";"";"6806";"ACQUISTO FARMACI ESCLUSIVI";"136500.0";;"ACQUISTO FARMACI ESCLUSIVI";"136500.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2008-03-31";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000207784";"02441500242";"AZIENDA UNITA  LOCALE SOCIO-SANITARIA N. 8 BERICA";"SEZIONE REGIONALE VENETO";"1B2B0ACF-F0FD-495C-8393-6ABF145F8A84";"SERVIZIO APPROVVIGIONAMENTI GENERALI";"2007";"2";"33000000-0";"APPARECCHIATURE MEDICHE E DI LABORATORIO, STRUMENTI OTTICI E DI PRECISIONE, OROLOGI, PRODOTTI FARMACEUTICI E RELATIVI MATERIALI MEDICI CORRENTI.";"1"
"48794097AE";"";"4798689";"8400002822  ";"172185.6";"1";"CONTRATTO BOCCIONI ACQUA PER LA CAMPANIA";"172185.6";"FORNITURE";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-09";"2007-02-09";"14";"PROCEDURA SELETTIVA EX ART. 238 C.7, D.LGS. 163/2006";"1";"CONTRATTO DAPPALTO";"0000226043";"06377691008";"ENEL SERVIZI SRL";"SEZIONE REGIONALE CENTRALE";"90DB72C3-19CD-4FDB-A961-B5E6C7C712A8";"GP ITALY SERVICES PROCUREMENT";"2007";"2";"15980000-1";"BIBITE ANALCOLICHE.";"1"
"0033584264";"";"49904";"CORSO DI FORMAZIONE SU IL SECONDO PILASTRO DEL NUOVO ACCORDO DI BASILEA:";"20000.0";;"CORSO DI FORMAZIONE SU IL SECONDO PILASTRO DEL NUOVO ACCORDO DI BASILEA";"20000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-05-08";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000176947";"00997670583";"BANCA D ITALIA";"SEZIONE REGIONALE CENTRALE";"808DC869-C815-45CC-81ED-6FB419FD3EA2";"SERVIZIO PERSONALE GESTIONE RISORSE - DIVISIONE FORMAZIONE";"2007";"2";"80000000-4";"SERVIZI DI ISTRUZIONE.";"1"
"00086366A5";"";"13404";"MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI ANNO 2007";"100000.0";"1";"MANUTENZIONE STRAORDINARIA EDIFICI COMUNALI ANNO 2007";"100000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-09";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000176333";"00975370487";"COMUNE DI SCANDICCI";"SEZIONE REGIONALE TOSCANA";"2684";"UFFICIO TECNICO COMUNALE MIGRARE SETTORE 5";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"26862088F5";"";"2744956";"PROCEDURA PER LAFFIDAMENTO DELLA FORNITURA IN SOMMINISTRAZIONE DI MATERIALE MONOUSO IN T.N.T.";"95507.3";"4";"SET STERILI PER IMPIANTO DI PACEMAKERS (EX LOTTO N. 2)";"2000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-02";"2007-02-19";"3";"PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE";"7";"ACQUISIZIONE IN ECONOMIA";"0000248418";"01825570854";"AZIENDA SANITARIA PROVINCIALE DI CALTANISSETTA";"SEZIONE REGIONALE SICILIA";"2180AEA3-27B7-445F-B15E-F67F7D5EBD07";"P.O.S.ELIA  U.O. PROVVEDITORATO";"2007";"2";"33190000-8";"PRESIDI MEDICO-SANITARI VARI.";"1"
"0001588E71";"";"1430";"SERVIZIO PULIZIA IMMOBILI SEDI ORGANISMI P.S. PROVINCIA FORLI'-CESENA";"1356019.0";;"SERVIZIO DI PULIZIA DEI LOCALI ADIBITI AD ORGANISMI DELLA POLIZIA DI STATO DELLA PROVINCIA DI FORLI'-CESENA";"1356019.4";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-04-17";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000238595";"80004780401";"MINISTERO INTERNO-PREFETTURA";"SEZIONE REGIONALE CENTRALE";"E1B68D3E-DB7A-4B7B-B39F-991EB7E8BE23";"PREFETTURA DI FORLI'-CESENA";"2007";"2";"74000000-9";"SERVIZI ARCHITETTONICI, DI INGEGNERIA, EDILI, GIURIDICI, CONTABILI E ALTRI SERVIZI PROFESSIONALI.";"1"
"00047331CB";"";"7564";"FORNITURA DI 270 CONTENITORI DA 1100 LITRI IN POLIETILENE";"70200.0";;"FORNITURA DI 270 CONTENITORI DA 1100 LITRI IN POLIETILENE";"70200.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-03-01";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000229142";"07309150014";"AZIENDA MULTISERVIZI IGIENE AMBIENTALE TORINO S.P.A., SIGLABILE AMIAT S.P.A.";"SEZIONE REGIONALE PIEMONTE";"CB392B9C-4854-4610-8BC2-66DE01D5BA85";"SETTORE ACQUISTI";"2007";"2";"25000000-1";"PRODOTTI DI GOMMA, PLASTICA E PELLICOLE.";"1"
"001943998F";"";"29195";"NOLEGGIO A COSTO COPIA DI DUE FOTOCOPIATRICI A COLORI";"98000.0";"1";"NOLEGGIO A COSTO COPIA DI FOTOCOPIASTRICI A COLORI";"98000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-15";"2007-03-15";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO DAPPALTO";"0000164904";"00644060287";"COMUNE DI PADOVA";"SEZIONE REGIONALE VENETO";"CC8173DD-9E9B-4E3A-B4ED-5FE8D9324EDD";"SETTORE PROVVEDITORATO";"2007";"2";"30000000-9";"MACCHINE PER UFFICIO ED ELABORATORI ELETTRONICI, ATTREZZATURE E FORNITURE.";"1"
"00020446C1";"";"2537";"SERVIZIO DI VIGILANZA ARMATA CON PIANTONAMENTO ACCESSI";"199000.0";;"SERVIZIO DI VIGILANZA ARMATA CON PIANTONAMENTO ACCESSI";"199000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-03-09";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000205437";"02777620580";"COMUNE DI GUIDONIA MONTECELIO";"SEZIONE REGIONALE LAZIO";"0F8CA4CD-7A94-47B6-BEBB-0E1B37AEB5CA";"AREA 1 - AFFARI GENERALI E RISORSE UMANE";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"00087661EE";"";"13594";"MATERIALE DI CONSUMO PER FAX STAMPANTI E FOTORIPRODUTTORI";"50000.0";;"MATERIALE DI CONSUMO PER FAX STAMPANTI E FOTORIPRODUTTORI";"50000.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-03-15";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000239164";"80416110585";"AGENZIA DEL TERRITORIO";"SEZIONE REGIONALE CENTRALE";"E4EFDFBE-8693-4DB4-829A-D43859BD2864";"DIREZIONE CENTRALE AFFARI GENERALI E LEGALI";"2007";"2";"30000000-9";"MACCHINE PER UFFICIO ED ELABORATORI ELETTRONICI, ATTREZZATURE E FORNITURE.";"1"
"24700269ED";"";"2542957";"FORNITURA QUNQUENNALE DI REAGENTI CON COMODATO DI SISTEMI MACCHINA PER LABORATORIO ANALISI";"12492702";"58";"SISTEMA SEMIAUTOMATICO IDENTIFICAZIONE";"200613.75";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-04-04";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO DAPPALTO";"0000219006";"04733491007";"AZIENDA SANITARIA LOCALE ROMA D";"SEZIONE REGIONALE LAZIO";"3EA9F008-C088-4A93-9076-B6FD938DF08F";"U.O.C. ACQUISIZIONE BENI E SERVIZI";"2007";"2";"";"";
"18357458B0";"";"1907389";"FORNITURA DI PRODOTTI FARMACEUTICI";"59090.91";;"FORNITURA DI PRODOTTI FARMACEUTICI";"59090.91";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-04-16";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000182320";"01429410226";"AZIENDA PROVINCIALE PER I SERVIZI SANITARI";"SEZIONE REGIONALE PROVINCIA AUTONOMA DI TRENTO";"3F10555E-9AD4-4387-AF96-C225C3B5679A";"SERVIZIO APPROVVIGIONAMENTI";"2007";"2";"";"";
"0238202A7F";"";"313639";"LAVORI DI MANUTENZIONE E RIQUALIFICAZIONE DEL VERDE URBANO ED INCREMENTO ALBERATURE ";"212000.0";"1";"LAVORI DI MANUTENZIONE E RIQUALIFICAZIONE DEL VERDE URBANO ED INCREMENTO ALBERATURE ";"212000.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"072006";"BARI";"2007-02-01";"2007-03-01";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000238809";"80015010723";"COMUNE DI BARI";"SEZIONE REGIONALE PUGLIA";"3829F63D-0F9E-4672-B8F2-D08878E57871";"RIPARTIZIONE IVOP";"2007";"2";"45112500-0";"LAVORI DI MOVIMENTO TERRA.";"1"
"001799304B";"";"26999";"S.P. STATUA-LAVORI DI SISTEMAZIONE BIVIO CON LA S.S.AURELIA AL KM. 32+500 CON INSTALLAZIONE DI IMPIANTO SEMAFORICO";"89320.0";"1";"S.P. STATUA-LAVORI DI SISTEMAZIONE BIVIO CON LA S.S.AURELIA AL KM. 32+500 CON INSTALLAZIONE DI IMPIANTO SEMAFORICO";"89320.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-08";"2007-02-20";"24";"AFFIDAMENTO DIRETTO";"1";"CONTRATTO D'APPALTO";"0000244043";"80034390585";"CITTA' METROPOLITANA DI ROMA CAPITALE";"SEZIONE REGIONALE LAZIO";"7B9D42F2-366E-4001-BF9F-CEEB22FCD659";"DIPARTIMENTO VII SERVIZIO 2 VIABILITA' NORD";"2007";"2";"45233140-2";"LAVORI STRADALI.";"1"
"1885579D00";"";"1956663";"FORNITURA DI PRODOTTI FARMACEUTICI";"4006.64";;"FORNITURA DI PRODOTTI FARMACEUTICI";"4006.64";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-04-16";"1";"PROCEDURA APERTA";"1";"CONTRATTO DAPPALTO";"0000182320";"01429410226";"AZIENDA PROVINCIALE PER I SERVIZI SANITARI";"SEZIONE REGIONALE PROVINCIA AUTONOMA DI TRENTO";"3F10555E-9AD4-4387-AF96-C225C3B5679A";"SERVIZIO APPROVVIGIONAMENTI";"2007";"2";"";"";
"0545400E4D";"";"93720";"PROCEDURA RISTRETTA PER LA FORNITURA ANNUALE IN SOMMINISTRAZIONE DI CEROTTI E MEDICAZIONI SPECIALI PER L'A.O.R.N: SANTOBONO PAUSILIPON - SPESA PRESUMIBILE COMPLESSIVA ? 250.000,00 IVA INCLUSA- ";"448113.0";;"FORNITURA ANNUALE IN SOMMINISTRAZIONE DI CEROTTI E MEDICAZIONI SPECIALI PER L'A.O.R.N: SANTOBONO PAUSILIPON ";"24990.0";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-09-21";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000226324";"06854100630";"AZIENDA OSPEDALIERA SANTOBONO PAUSILIPON";"SEZIONE REGIONALE CAMPANIA";"42098943-2838-4E3D-B088-DEE1D5F72638";"S.C.ACQUISIZIONE BENI E SERVIZI";"2007";"2";"33140000-3";"MATERIALI MEDICI NON CHIMICI DI CONSUMO E MATERIALE DI CONSUMO EMATOLOGICO.";"1"
"5224709E3F";"";"5113033";"INCARICO PROFESSIONALE PER LA PROGETTAZIONE DEFINITIVA, PROGETTAZIONE ESECUTIVA, COORDINAMENTO PER LA SICUREZZA IN FASE DI PROGETTAZIONE E DI ESECUZIONE (CONTRATTO STIPULATO PRIMA DEL 7 SETTEMBRE 2010)";"53000.0";"1";"INCARICO PROFESSIONALE PER LA PROGETTAZIONE DEFINITIVA, PROGETTAZIONE ESECUTIVA, COORDINAMENTO PER LA SICUREZZA IN FASE DI PROGETTAZIONE E DI ESECUZIONE (CONTRATTI STIPULATO PRIMA DEL 7 SETTEMBRE 2010)";"53000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-14";"2007-04-05";"1";"PROCEDURA APERTA";"10";"CONCORSI DI PROGETTAZIONE/CONCORSI DI IDEE";"0000163515";"00453460545";"AGENZIA PER IL DIRITTO ALLO STUDIO UNIVERSITARIO";"SEZIONE REGIONALE UMBRIA";"4118";"AGENZIA PER IL DIRITTO ALLO STUDIO UNIVERSITA";"2007";"2";"";"";
"004461731C";"";"65968";"ORGANIZZAZIONE 4° MEETING EUREKA NELL'ANNO DI PRESIDENZA ITALIANA ROMA DAL 12/06 AL 14/06 2007 VILLA MIANI - SOC. RELAIS LE JARDIN SPA";"141332.0";;"ORGANIZZAZIONE 4° MEETING EUREKA NELL'ANNO DI PRESIDENZA ";"141332.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-28";"2007-03-12";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000244154";"80054330586";"CONSIGLIO NAZIONALE DELLE RICERCHE";"SEZIONE REGIONALE CENTRALE";"F4945217-9B82-45C8-8BD0-702B90581905";"UFFICIO PAESI INDUSTRIALIZZATI-ORGANISMI INTERNAZIONALI";"2007";"2";"92000000-1";"SERVIZI RICREATIVI, CULTURALI E SPORTIVI.";"1"
"0008548E04";"";"13295";"LAVORI DI RISTRUTTURAZIONE LOCALI AL PIANO TERRA DELL'EDIFICIO ESISTENTE IN VIA G. TOMMASI DI LAMPEDUSA";"192901.0";;"RISTRUTTURAZIONE DI UN CENTRO DIURNO";"192901.0";"LAVORI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-27";"2007-02-28";"1";"PROCEDURA APERTA";"1";"CONTRATTO D'APPALTO";"0000159138";"00216350835";"AMMINISTRAZIONE COMUNALE DI SINAGRA";"SEZIONE REGIONALE SICILIA";"67CD9F36-45F3-4C14-9DA6-F2130312AE8E";"UFFICIO DEL TECNICO COMUNALE";"2007";"2";"45000000-7";"LAVORI DI COSTRUZIONE.";"1"
"0029295EFB";"";"43610";"SERVIZIO TRIENNALE DI SMALTIMENTO RIFIUTI SPECIALI";"149000.0";;"SERVIZIO TRIENNALE DI SMALTIMENTO DI RIFIUTI SPECIALI A RISCHIO INFETTIVO";"100000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-26";"2007-05-28";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"1";"CONTRATTO D'APPALTO";"0000244967";"92111430283";"AGENZIA REGIONALE PER LA PREVENZIONE E PROTEZIONE AMBIENTALE DEL VENETO";"SEZIONE REGIONALE VENETO";"ADD13995-2B27-49FF-8AE8-E555109C068F";"SERVIZIO APPROVVIGIONAMENTI";"2007";"2";"65000000-3";"SERVIZI PUBBLICI.";"1"
"15666833B5";"";"1634665";"IMPRESA PULIZIA";"26777.7";;"IMPRESA PULIZIA";"26777.7";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-19";"2007-09-23";"8";"AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO";"7";"ACQUISIZIONE IN ECONOMIA";"0000325373";"81009850124";"ISTITUTO COMPRENSIVO E. CRESPI";"SEZIONE REGIONALE CENTRALE";"6DF2DE1A-E438-48AD-91E9-D58D391E0E17";"UFFICIO SEGRETERIA";"2007";"2";"";"";
"0007747904";"";"12049";"CERTIFICAZIONE DEI SISTEMI DI GESTIONE ";"107635.0";;"CERTIFICAZIONE DEI SISTEMI DI GESTIONE  SECONDO LE NORME UNI EN ISO 9001:2000, ISO 14001, OHSAS 18001, SA 8000";"107635.0";"SERVIZI";"ATTIVO";"SETTORI SPECIALI";"";"";"2007-02-23";"2007-02-24";"15";"PROCEDURA NEGOZIATA";"1";"CONTRATTO D'APPALTO";"0000234406";"05403151003";"TRENITALIA SPA";"SEZIONE REGIONALE CENTRALE";"9EA1750F-7476-421E-9066-17AFE96A5357";"DIREZIONE ACQUISTI - ACQUISTI STRATEGICI";"2007";"2";"93000000-8";"SERVIZI VARI.";"1"
"24693983B1";"";"2542957";"FORNITURA QUNQUENNALE DI REAGENTI CON COMODATO DI SISTEMI MACCHINA PER LABORATORIO ANALISI";"12492702";"58";"MISCELLANEA - LAB 16 - DASIT";"13745.8";"FORNITURE";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-22";"2007-04-04";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO DAPPALTO";"0000219006";"04733491007";"AZIENDA SANITARIA LOCALE ROMA D";"SEZIONE REGIONALE LAZIO";"3EA9F008-C088-4A93-9076-B6FD938DF08F";"U.O.C. ACQUISIZIONE BENI E SERVIZI";"2007";"2";"";"";
"00126127BE";"";"18901";"AFFIFDAMENTO TRIENNALE SERVIZIO DI RISTORAZIONE";"1406716.0";;"FORNITURA TRIENNALE";"1406716.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-21";"2007-05-22";"2";"PROCEDURA RISTRETTA";"1";"CONTRATTO D'APPALTO";"0000239428";"80219290584";"MINISTERO DELL'INTERNO-DIPARTIMENTO DEI VIGILI DEL FUOCO, SOCCORSO PUBBLICO E DIFESA CIVILE";"SEZIONE REGIONALE CENTRALE";"DFA243AC-57DD-492D-91FE-B0D8430D4443";"COMANDO PROVINCIALE VV.F. SASSARI";"2007";"2";"55000000-0";"SERVIZI ALBERGHIERI E DI RISTORAZIONE.";"1"
"3286004049";"";"3305097";"TRASPORTO CDR";"69240.0";"1";"TRASPORTO CDR";"69240.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-06";"2007-02-12";"24";"AFFIDAMENTO DIRETTO";"1";"CONTRATTO DAPPALTO";"0000183600";"01481900569";"E.A.L.L. SRL";"SEZIONE REGIONALE UMBRIA";"3AA7F8B8-ECF1-42C0-B38C-B15580602D4A";"E.A.L.L. SRL";"2007";"2";"";"";
"11080686A2";"";"1160981";"SERVIZIO LEGALE PER RICORSO TAR COSSETT0";"1000.0";;"SERVIZIO LEGALE PER RICORSO TAR COSSETT0";"1000.0";"SERVIZI";"ATTIVO";"SETTORI ORDINARI";"";"";"2007-02-20";"2007-06-26";"24";"AFFIDAMENTO DIRETTO";"7";"ACQUISIZIONE IN ECONOMIA";"0000193920";"01864440019";"COMUNE DI RIVALTA DI TORINO";"SEZIONE REGIONALE PIEMONTE";"D33310B6-2417-4002-9FF8-21F904592746";"UFFICIO CONTRATTI";"2007";"2";"";"";
